seed,experiment,p95_critical_latency_sec,stale_data_ratio,trusted_stale_exposure,priority_inversion_rate,kill_chain_delay_sec,recovery_instability,mission_impact,delivered_count,dropped_count,critical_delivered_count,attack_count,defense_count
2051,E3_rule_aura,176.79999999999995,0.25,0.25,0.8186666666666667,191.79999999999995,0.0,0.8250000000000001,128.0,2.0,25.0,5.0,0.0
2051,E4_rule_aura_basic_defense,2.0,0.5,0.125,0.025951557093425604,9.5,0.0,0.09505911188004613,327.0,2.0,78.0,5.0,21.0
2051,E5_rule_aura_tsra_r,2.0,0.5,0.125,0.022189349112426034,9.5,3.0,0.14317800788954635,362.0,12.0,75.0,5.0,24.0
2051,E6_ml_aura_tsra_r,2.0,0.5,0.125,0.02097902097902098,9.5,3.0,0.14257284382284383,353.0,10.0,78.0,5.0,27.0
2051,E7_ml_aura_ml_tsra_r,4.75,0.5,0.125,0.042666666666666665,12.25,3.0,0.17175,375.0,10.0,76.0,5.0,31.0
2052,E1_baseline,3.0,0.5,0.5,0.35251798561151076,33.0,0.0,0.47125899280575534,334.0,5.0,70.0,0.0,0.0
2052,E2_fixed_attack,39.3,0.5,0.5,0.5741525423728814,69.3,0.0,0.7369999999999999,330.0,4.0,75.0,1.0,0.0
2052,E3_rule_aura,139.1,0.75,0.75,0.8167539267015707,184.1,0.0,0.9500000000000001,137.0,4.0,24.0,5.0,0.0
2052,E4_rule_aura_basic_defense,2.0,0.5,0.125,0.0855614973262032,9.5,0.0,0.12486408199643494,314.0,5.0,69.0,5.0,20.0
2052,E5_rule_aura_tsra_r,2.0,0.5,0.125,0.13253012048192772,9.5,3.0,0.19834839357429718,362.0,10.0,89.0,5.0,21.0
2052,E6_ml_aura_tsra_r,1.2000000000000028,0.5,0.125,0.07586206896551724,8.700000000000003,3.0,0.16468103448275867,354.0,11.0,77.0,5.0,24.0
2052,E7_ml_aura_ml_tsra_r,2.0,0.5,0.125,0.04647887323943662,9.5,3.0,0.15532276995305164,355.0,9.0,77.0,5.0,32.0
2053,E1_baseline,3.0,0.5,0.5,0.3106060606060606,33.0,0.0,0.4503030303030303,324.0,2.0,77.0,0.0,0.0
2053,E2_fixed_attack,47.75,0.5,0.5,0.5548654244306418,77.75,0.0,0.7933333333333333,327.0,1.0,66.0,1.0,0.0
2053,E3_rule_aura,153.75,1.0,1.0,0.798941798941799,213.75,0.0,0.9500000000000001,123.0,0.0,16.0,5.0,0.0
2053,E4_rule_aura_basic_defense,2.0,0.5,0.125,0.06565656565656566,9.5,0.0,0.11491161616161616,335.0,2.0,69.0,5.0,23.0
2053,E5_rule_aura_tsra_r,2.0,0.5,0.125,0.06430868167202572,9.5,3.0,0.1642376741693462,341.0,10.0,74.0,5.0,24.0
2053,E6_ml_aura_tsra_r,1.5999999999999943,0.5,0.125,0.055020632737276476,9.099999999999994,3.0,0.1569269830353049,340.0,8.0,69.0,5.0,24.0
2053,E7_ml_aura_ml_tsra_r,1.0,0.5,0.125,0.056179775280898875,8.5,3.0,0.1535065543071161,347.0,9.0,69.0,5.0,32.0
2054,E1_baseline,3.0,0.5,0.5,0.32387706855791965,33.0,0.0,0.4569385342789598,340.0,0.0,64.0,0.0,0.0
2054,E2_fixed_attack,45.949999999999996,0.5,0.5,0.5664621676891616,75.94999999999999,0.0,0.7813333333333333,342.0,4.0,68.0,1.0,0.0
2054,E3_rule_aura,167.89999999999998,0.5,0.5,0.826530612244898,197.89999999999998,0.0,0.9500000000000001,144.0,1.0,19.0,5.0,0.0
2054,E4_rule_aura_basic_defense,2.0,0.5,0.125,0.01549053356282272,9.5,0.0,0.08982860011474468,333.0,1.0,59.0,5.0,22.0
2054,E5_rule_aura_tsra_r,1.0,0.5,0.125,0.0063532401524777635,8.5,3.0,0.12859328674290554,379.0,3.0,65.0,5.0,26.0
2054,E6_ml_aura_tsra_r,1.0,0.5,0.125,0.006561679790026247,8.5,3.0,0.12869750656167978,379.0,3.0,76.0,5.0,26.0
2054,E7_ml_aura_ml_tsra_r,2.0,0.5,0.125,0.031205673758865248,9.5,3.0,0.14768617021276595,359.0,7.0,71.0,5.0,30.0
2055,E1_baseline,3.0,0.5,0.5,0.3672055427251732,33.0,0.0,0.47860277136258655,345.0,6.0,82.0,0.0,0.0
2055,E2_fixed_attack,15.450000000000003,0.5,0.5,0.5506329113924051,45.45,0.0,0.578,328.0,7.0,72.0,1.0,0.0
2055,E3_rule_aura,146.6,0.25,0.25,0.8320802005012531,161.6,0.0,0.8096666666666668,144.0,8.0,27.0,5.0,0.0
2055,E4_rule_aura_basic_defense,2.0,0.5,0.125,0.0423728813559322,9.5,0.0,0.10326977401129943,334.0,6.0,82.0,5.0,23.0
2055,E5_rule_aura_tsra_r,2.0,0.5,0.125,0.03840245775729647,9.5,3.0,0.15128456221198155,353.0,13.0,85.0,5.0,24.0
2055,E6_ml_aura_tsra_r,1.8499999999999943,0.5,0.125,0.03531073446327684,9.349999999999994,3.0,0.1487387005649717,354.0,12.0,84.0,5.0,26.0
2055,E7_ml_aura_ml_tsra_r,1.8499999999999943,0.5,0.125,0.03531073446327684,9.349999999999994,3.0,0.1487387005649717,354.0,12.0,84.0,5.0,36.0
