condition,mission_impact_mean,mission_impact_std,p95_critical_latency_sec_mean,p95_critical_latency_sec_std,trusted_stale_exposure_mean,trusted_stale_exposure_std,priority_inversion_rate_mean,priority_inversion_rate_std,kill_chain_delay_sec_mean,kill_chain_delay_sec_std,recovery_instability_mean,recovery_instability_std,delivered_count_mean,delivered_count_std,critical_delivered_count_mean,critical_delivered_count_std,defense_count_mean,defense_count_std,priority_reroute_count_mean,priority_reroute_count_std,video_throttle_count_mean,video_throttle_count_std,stale_badge_count_mean,stale_badge_count_std,pace_switch_count_mean,pace_switch_count_std,delta_mission_impact_mean,delta_mission_impact_std,delta_p95_critical_latency_sec_mean,delta_p95_critical_latency_sec_std,delta_trusted_stale_exposure_mean,delta_trusted_stale_exposure_std,delta_priority_inversion_rate_mean,delta_priority_inversion_rate_std,delta_kill_chain_delay_sec_mean,delta_kill_chain_delay_sec_std,delta_recovery_instability_mean,delta_recovery_instability_std,delta_delivered_count_mean,delta_delivered_count_std,delta_critical_delivered_count_mean,delta_critical_delivered_count_std,delta_defense_count_mean,delta_defense_count_std,delta_priority_reroute_count_mean,delta_priority_reroute_count_std,delta_video_throttle_count_mean,delta_video_throttle_count_std,delta_stale_badge_count_mean,delta_stale_badge_count_std,delta_pace_switch_count_mean,delta_pace_switch_count_std
full_tsra_r,0.15742277625520132,0.029171825030873552,1.8333333333333333,0.3790490217894517,0.12708333333333333,0.011410886614690962,0.0506094413992915,0.05360915470646514,9.458333333333334,0.8096490654570054,3.033333333333333,0.18257418583505533,356.76666666666665,16.761374590436173,76.83333333333333,7.5342131517559245,23.9,1.7290619342330662,6.333333333333333,1.3729739514150907,6.366666666666666,0.490132517853561,8.166666666666666,0.5306686305052325,3.033333333333333,0.18257418583505533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adaptive_tsra_r,0.10948868482063828,0.008634467807827697,1.551666666666666,0.4927899694829313,0.125,0.0,0.027455147419054363,0.01422012096004149,9.051666666666666,0.492789969482931,1.0,0.0,348.23333333333335,14.53102111734215,76.53333333333333,9.489498127543083,18.966666666666665,1.9025089303036282,6.8,1.1861267013789623,3.1,0.9595257449242379,8.066666666666666,0.7396799556440672,1.0,0.0,-0.04793409143456303,0.02695385677185635,-0.28166666666666723,0.5183666877689052,-0.0020833333333333333,0.01141088661469096,-0.023154293980237144,0.050620482973299796,-0.40666666666666723,0.8152356686273599,-2.033333333333333,0.18257418583505533,-8.533333333333333,15.426652559625573,-0.3,9.34086313666628,-4.933333333333334,2.3770937534400445,0.4666666666666667,1.6553639735893344,-3.2666666666666666,1.048260737942924,-0.1,0.8448627719625691,-2.033333333333333,0.18257418583505533
